Respondent,Response
13086445558,"No, I don't have medical debt."
13086445446,"No, I don't have medical debt."
13086441873,"No, I don't have medical debt."
13086440477,"No, I don't have medical debt."
13086438984,"No, I don't have medical debt."
13086438226,"No, I don't have medical debt."
13086438222,"No, I don't have medical debt."
13086438125,"No, I don't have medical debt."
13086436859,"No, I don't have medical debt."
13086434803,"No, I don't have medical debt."
13086433559,"No, I don't have medical debt."
13086430890,"No, I don't have medical debt."
13086430573,"No, I don't have medical debt."
13086429904,"No, I don't have medical debt."
13086429504,"No, I don't have medical debt."
13086429211,"No, I don't have medical debt."
13086423383,"No, I don't have medical debt."
13086423153,"No, I don't have medical debt."
13086423146,"No, I don't have medical debt."
13086420495,"No, I don't have medical debt."
13086418505,"No, I don't have medical debt."
13086416785,"No, I don't have medical debt."
13086415938,"No, I don't have medical debt."
13086415882,"No, I don't have medical debt."
13086414286,"No, I don't have medical debt."
13086414170,"No, I don't have medical debt."
13086413758,"No, I don't have medical debt."
13086412257,"No, I don't have medical debt."
13086411693,"No, I don't have medical debt."
13086410273,"No, I don't have medical debt."
13086409351,"No, I don't have medical debt."
13086409344,"No, I don't have medical debt."
13086406207,"No, I don't have medical debt."
13086404704,"No, I don't have medical debt."
13086404477,"No, I don't have medical debt."
13086403930,"No, I don't have medical debt."
13086403327,"No, I don't have medical debt."
13086399276,"No, I don't have medical debt."
13086399144,"No, I don't have medical debt."
13086398320,"No, I don't have medical debt."
13086397336,"No, I don't have medical debt."
13086397049,"No, I don't have medical debt."
13086396861,"No, I don't have medical debt."
13086391806,"No, I don't have medical debt."
13086389796,"No, I don't have medical debt."
13086389309,"No, I don't have medical debt."
13086388605,"No, I don't have medical debt."
13086387992,"No, I don't have medical debt."
13086384626,"No, I don't have medical debt."
13086384272,"No, I don't have medical debt."
13086383718,"No, I don't have medical debt."
13086381683,"No, I don't have medical debt."
13086381507,"No, I don't have medical debt."
13086381203,"No, I don't have medical debt."
13086380938,"No, I don't have medical debt."
13086380722,"No, I don't have medical debt."
13086379662,"No, I don't have medical debt."
13086379454,"No, I don't have medical debt."
13086379357,"No, I don't have medical debt."
13086378806,"No, I don't have medical debt."
13086378180,"No, I don't have medical debt."
13086378159,"No, I don't have medical debt."
13086375585,"No, I don't have medical debt."
13086373607,"No, I don't have medical debt."
13086373259,"No, I don't have medical debt."
13086369765,"No, I don't have medical debt."
13086367858,"No, I don't have medical debt."
13086367051,"No, I don't have medical debt."
13086366890,"No, I don't have medical debt."
13086364815,"No, I don't have medical debt."
13086364114,"No, I don't have medical debt."
13086363502,"No, I don't have medical debt."
13086361874,"No, I don't have medical debt."
13086359107,"No, I don't have medical debt."
13086357884,"No, I don't have medical debt."
13086357624,"No, I don't have medical debt."
13086357258,"No, I don't have medical debt."
13086354425,"No, I don't have medical debt."
13086353360,"No, I don't have medical debt."
13086352049,"No, I don't have medical debt."
13086352011,"No, I don't have medical debt."
13086351696,"No, I don't have medical debt."
13086351369,"No, I don't have medical debt."
13086351231,"No, I don't have medical debt."
13086349869,"No, I don't have medical debt."
13086349687,"No, I don't have medical debt."
13086349440,"No, I don't have medical debt."
13086347724,"No, I don't have medical debt."
13086347662,"No, I don't have medical debt."
13086342729,"No, I don't have medical debt."
13086341596,"No, I don't have medical debt."
13086340983,"No, I don't have medical debt."
13086340287,"No, I don't have medical debt."
13086340219,"No, I don't have medical debt."
13086338593,"No, I don't have medical debt."
13086338229,"No, I don't have medical debt."
13086336302,"No, I don't have medical debt."
13086334036,"No, I don't have medical debt."
13086331985,"No, I don't have medical debt."
13086331622,"No, I don't have medical debt."
13086321591,"No, I don't have medical debt."
13086321024,"No, I don't have medical debt."
13086319155,"No, I don't have medical debt."
13086318972,"No, I don't have medical debt."
13086316815,"No, I don't have medical debt."
13086312490,"No, I don't have medical debt."
13086312481,"No, I don't have medical debt."
13086312404,"No, I don't have medical debt."
13086311202,"No, I don't have medical debt."
13086310807,"No, I don't have medical debt."
13086310476,"No, I don't have medical debt."
13086310367,"No, I don't have medical debt."
13086310320,"No, I don't have medical debt."
13086310163,"No, I don't have medical debt."
13086310015,"No, I don't have medical debt."
13086309724,"No, I don't have medical debt."
13086305509,"No, I don't have medical debt."
13086305313,"No, I don't have medical debt."
13086303570,"No, I don't have medical debt."
13086303272,"No, I don't have medical debt."
13086302658,"No, I don't have medical debt."
13086296996,"No, I don't have medical debt."
13086295426,"No, I don't have medical debt."
13086294881,"No, I don't have medical debt."
13086293195,"No, I don't have medical debt."
13086290363,"No, I don't have medical debt."
13086288984,"No, I don't have medical debt."
13086288337,"No, I don't have medical debt."
13086287647,"No, I don't have medical debt."
13086287288,"No, I don't have medical debt."
13086285921,"No, I don't have medical debt."
13086285808,"No, I don't have medical debt."
13086280164,"No, I don't have medical debt."
13086279308,"No, I don't have medical debt."
13086278502,"No, I don't have medical debt."
13086277755,"No, I don't have medical debt."
13086277530,"No, I don't have medical debt."
13086275249,"No, I don't have medical debt."
13086274154,"No, I don't have medical debt."
13086270916,"No, I don't have medical debt."
13086267966,"No, I don't have medical debt."
13086264642,"No, I don't have medical debt."
13086264100,"No, I don't have medical debt."
13086264002,"No, I don't have medical debt."
13086262225,"No, I don't have medical debt."
13086258463,"No, I don't have medical debt."
13086257323,"No, I don't have medical debt."
13086257302,"No, I don't have medical debt."
13086254736,"No, I don't have medical debt."
13086254554,"No, I don't have medical debt."
13086253679,"No, I don't have medical debt."
13086253168,"No, I don't have medical debt."
13086252904,"No, I don't have medical debt."
13086252329,"No, I don't have medical debt."
13086248506,"No, I don't have medical debt."
13086247922,"No, I don't have medical debt."
13086247240,"No, I don't have medical debt."
13086247189,"No, I don't have medical debt."
13086246630,"No, I don't have medical debt."
13086246606,"No, I don't have medical debt."
13086240230,"No, I don't have medical debt."
13086240211,"No, I don't have medical debt."
13086236812,"No, I don't have medical debt."
13086233294,"No, I don't have medical debt."
13086232842,"No, I don't have medical debt."
13086228113,"No, I don't have medical debt."
13086226931,"No, I don't have medical debt."
13086225898,"No, I don't have medical debt."
13086225290,"No, I don't have medical debt."
13086224605,"No, I don't have medical debt."
13086224413,"No, I don't have medical debt."
13086224399,"No, I don't have medical debt."
13086222611,"No, I don't have medical debt."
13086222559,"No, I don't have medical debt."
13086222220,"No, I don't have medical debt."
13086221951,"No, I don't have medical debt."
13086221472,"No, I don't have medical debt."
13086219984,"No, I don't have medical debt."
13086218888,"No, I don't have medical debt."
13086215664,"No, I don't have medical debt."
13086215359,"No, I don't have medical debt."
13086215053,"No, I don't have medical debt."
13086214196,"No, I don't have medical debt."
13086211450,"No, I don't have medical debt."
13086209000,"No, I don't have medical debt."
13086208170,"No, I don't have medical debt."
13086207097,"No, I don't have medical debt."
13086201126,"No, I don't have medical debt."
13086200614,"No, I don't have medical debt."
13086200453,"No, I don't have medical debt."
13086193880,"No, I don't have medical debt."
13086192023,"No, I don't have medical debt."
13086190838,"No, I don't have medical debt."
13086189190,"No, I don't have medical debt."
13086188884,"No, I don't have medical debt."
13086187764,"No, I don't have medical debt."
13086186844,"No, I don't have medical debt."
13086186702,"No, I don't have medical debt."
13086186122,"No, I don't have medical debt."
13086185936,"No, I don't have medical debt."
13086185750,"No, I don't have medical debt."
13086185497,"No, I don't have medical debt."
13086183645,"No, I don't have medical debt."
13086179859,"No, I don't have medical debt."
13086179789,"No, I don't have medical debt."
13086179526,"No, I don't have medical debt."
13086177067,"No, I don't have medical debt."
13086176900,"No, I don't have medical debt."
13086176687,"No, I don't have medical debt."
13086172453,"No, I don't have medical debt."
13086172393,"No, I don't have medical debt."
13086165043,"No, I don't have medical debt."
13086164123,"No, I don't have medical debt."
13086163299,"No, I don't have medical debt."
13086161176,"No, I don't have medical debt."
13086157925,"No, I don't have medical debt."
13086156384,"No, I don't have medical debt."
13086155614,"No, I don't have medical debt."
13086153950,"No, I don't have medical debt."
13086153622,"No, I don't have medical debt."
13086153442,"No, I don't have medical debt."
13086153279,"No, I don't have medical debt."
13086153081,"No, I don't have medical debt."
13086150976,"No, I don't have medical debt."
13086148652,"No, I don't have medical debt."
13086146253,"No, I don't have medical debt."
13086146157,"No, I don't have medical debt."
13086145020,"No, I don't have medical debt."
13086144058,"No, I don't have medical debt."
13086143897,"No, I don't have medical debt."
13086140079,"No, I don't have medical debt."
13086139346,"No, I don't have medical debt."
13086135737,"No, I don't have medical debt."
13086131720,"No, I don't have medical debt."
13086130497,"No, I don't have medical debt."
13086130180,"No, I don't have medical debt."
13086128638,"No, I don't have medical debt."
13086127914,"No, I don't have medical debt."
13086125046,"No, I don't have medical debt."
13086123952,"No, I don't have medical debt."
13086121628,"No, I don't have medical debt."
13086121306,"No, I don't have medical debt."
13086120617,"No, I don't have medical debt."
13086120491,"No, I don't have medical debt."
13086118916,"No, I don't have medical debt."
13086118381,"No, I don't have medical debt."
13086118221,"No, I don't have medical debt."
13086117320,"No, I don't have medical debt."
13086116399,"No, I don't have medical debt."
13086115212,"No, I don't have medical debt."
13086113686,"No, I don't have medical debt."
13086110388,"No, I don't have medical debt."
13086109425,"No, I don't have medical debt."
13086109300,"No, I don't have medical debt."
13086108963,"No, I don't have medical debt."
13086103503,"No, I don't have medical debt."
13086101404,"No, I don't have medical debt."
13086096802,"No, I don't have medical debt."
13086093260,"No, I don't have medical debt."
13086087962,"No, I don't have medical debt."
13086087327,"No, I don't have medical debt."
13086084632,"No, I don't have medical debt."
13086084317,"No, I don't have medical debt."
13086082037,"No, I don't have medical debt."
13086081769,"No, I don't have medical debt."
13086079502,"No, I don't have medical debt."
13086078547,"No, I don't have medical debt."
13086077587,"No, I don't have medical debt."
13086071877,"No, I don't have medical debt."
13086064226,"No, I don't have medical debt."
13086061674,"No, I don't have medical debt."
13086057190,"No, I don't have medical debt."
13086053069,"No, I don't have medical debt."
13086048331,"No, I don't have medical debt."
13086048226,"No, I don't have medical debt."
13086047219,"No, I don't have medical debt."
13086046880,"No, I don't have medical debt."
13086046209,"No, I don't have medical debt."
13086045898,"No, I don't have medical debt."
13086045572,"No, I don't have medical debt."
13086045512,"No, I don't have medical debt."
13086045465,"No, I don't have medical debt."
13086044230,"No, I don't have medical debt."
13093208890,"Yes, I have medical debt."
13093205417,"Yes, I have medical debt."
13093210504,"Yes, I have medical debt."
13093201684,"Yes, I have medical debt."
13093198342,"Yes, I have medical debt."
13093185741,"Yes, I have medical debt."
13093187114,"Yes, I have medical debt."
13093184806,"Yes, I have medical debt."
13093181475,"Yes, I have medical debt."
13093171790,"Yes, I have medical debt."
13093175205,"Yes, I have medical debt."
13093174113,"Yes, I have medical debt."
13093173255,"Yes, I have medical debt."
13093157294,"Yes, I have medical debt."
13093156096,"Yes, I have medical debt."
13093153671,"Yes, I have medical debt."
13093150970,"Yes, I have medical debt."
13093146911,"Yes, I have medical debt."
13093145445,"Yes, I have medical debt."
13093144344,"Yes, I have medical debt."
13093141332,"Yes, I have medical debt."
13093139413,"Yes, I have medical debt."
13093137531,"Yes, I have medical debt."
13093135899,"Yes, I have medical debt."
13093132862,"Yes, I have medical debt."
13093130406,"Yes, I have medical debt."
13093125478,"Yes, I have medical debt."
13093122198,"Yes, I have medical debt."
13093113326,"Yes, I have medical debt."
13093108184,"Yes, I have medical debt."
13093104364,"Yes, I have medical debt."
13093101344,"Yes, I have medical debt."
13093099776,"Yes, I have medical debt."
13093096371,"Yes, I have medical debt."
13093095168,"Yes, I have medical debt."
13093093570,"Yes, I have medical debt."
13093084883,"Yes, I have medical debt."
13093077739,"Yes, I have medical debt."
13093070574,"Yes, I have medical debt."
13093069165,"Yes, I have medical debt."
13093060965,"Yes, I have medical debt."
13093060924,"Yes, I have medical debt."
13093056793,"Yes, I have medical debt."
13093056217,"Yes, I have medical debt."
13093048958,"Yes, I have medical debt."
13093043486,"Yes, I have medical debt."
13093033662,"Yes, I have medical debt."
13093026844,"Yes, I have medical debt."
13093022790,"Yes, I have medical debt."
13093011542,"Yes, I have medical debt."
13093006080,"Yes, I have medical debt."
13093002154,"Yes, I have medical debt."
13093001265,"Yes, I have medical debt."
13092991170,"Yes, I have medical debt."
13092989808,"Yes, I have medical debt."
13092975606,"Yes, I have medical debt."
13092975039,"Yes, I have medical debt."
13092973304,"Yes, I have medical debt."
13092924080,"Yes, I have medical debt."
13092902586,"Yes, I have medical debt."
13092871339,"Yes, I have medical debt."
13092864298,"Yes, I have medical debt."
13092856240,"Yes, I have medical debt."
13092827489,"Yes, I have medical debt."
13092753648,"Yes, I have medical debt."
13092737735,"Yes, I have medical debt."
13092734851,"Yes, I have medical debt."
13092726769,"Yes, I have medical debt."
13092721728,"Yes, I have medical debt."
13092701826,"Yes, I have medical debt."
13092673669,"Yes, I have medical debt."
13092661825,"Yes, I have medical debt."
13092659045,"Yes, I have medical debt."
13092653138,"Yes, I have medical debt."
13092649931,"Yes, I have medical debt."
13092646703,"Yes, I have medical debt."
13092640866,"Yes, I have medical debt."
13092634985,"Yes, I have medical debt."
13092631893,"Yes, I have medical debt."
13092632843,"Yes, I have medical debt."
13092614633,"Yes, I have medical debt."
13092608206,"Yes, I have medical debt."
13092604799,"Yes, I have medical debt."
13092524688,"Yes, I have medical debt."
13092502783,"Yes, I have medical debt."
13092462705,"Yes, I have medical debt."
13092444280,"Yes, I have medical debt."
13092443088,"Yes, I have medical debt."
13092418643,"Yes, I have medical debt."
13092402066,"Yes, I have medical debt."
13092390501,"Yes, I have medical debt."
13092371192,"Yes, I have medical debt."
13092347210,"Yes, I have medical debt."
13092343881,"Yes, I have medical debt."
13092343109,"Yes, I have medical debt."
13092341377,"Yes, I have medical debt."
13092338437,"Yes, I have medical debt."
13092336472,"Yes, I have medical debt."
13092335238,"Yes, I have medical debt."
13092334502,"Yes, I have medical debt."
13092334318,"Yes, I have medical debt."
13092333770,"Yes, I have medical debt."
13092333714,"Yes, I have medical debt."
13092333646,"Yes, I have medical debt."
13092333403,"Yes, I have medical debt."
13092333212,"Yes, I have medical debt."
13092332870,"Yes, I have medical debt."
13092332867,"Yes, I have medical debt."
13092331979,"Yes, I have medical debt."
13092331089,"Yes, I have medical debt."
13092330536,"Yes, I have medical debt."
13092329201,"Yes, I have medical debt."
13092329182,"Yes, I have medical debt."
13092329033,"Yes, I have medical debt."
13092327374,"Yes, I have medical debt."
13092325371,"Yes, I have medical debt."
13092325044,"Yes, I have medical debt."
13092324366,"Yes, I have medical debt."
13092321946,"Yes, I have medical debt."
13092319163,"Yes, I have medical debt."
13092317398,"Yes, I have medical debt."
13092316149,"Yes, I have medical debt."
13092315787,"Yes, I have medical debt."
13092307698,"Yes, I have medical debt."
13092313590,"Yes, I have medical debt."
13092313276,"Yes, I have medical debt."
13092312407,"Yes, I have medical debt."
13092311713,"Yes, I have medical debt."
13092311015,"Yes, I have medical debt."
13092310632,"Yes, I have medical debt."
13092310586,"Yes, I have medical debt."
13092306408,"Yes, I have medical debt."
13092304537,"Yes, I have medical debt."
13092304050,"Yes, I have medical debt."
13092301409,"Yes, I have medical debt."
13092299689,"Yes, I have medical debt."
13092299664,"Yes, I have medical debt."
13092298305,"Yes, I have medical debt."
13092297238,"Yes, I have medical debt."
13092293621,"Yes, I have medical debt."
13092291350,"Yes, I have medical debt."
13092289815,"Yes, I have medical debt."
13092288300,"Yes, I have medical debt."
13092287041,"Yes, I have medical debt."
13092287029,"Yes, I have medical debt."
13092286787,"Yes, I have medical debt."
13092284422,"Yes, I have medical debt."
13092281574,"Yes, I have medical debt."
13092281460,"Yes, I have medical debt."
13092281272,"Yes, I have medical debt."
13092279143,"Yes, I have medical debt."
13092278687,"Yes, I have medical debt."
13092277481,"Yes, I have medical debt."
13092276387,"Yes, I have medical debt."
13092275772,"Yes, I have medical debt."
13092274582,"Yes, I have medical debt."
13092271099,"Yes, I have medical debt."
13092272602,"Yes, I have medical debt."
13092271911,"Yes, I have medical debt."
13092270374,"Yes, I have medical debt."
13092269132,"Yes, I have medical debt."
13092268486,"Yes, I have medical debt."
13092268305,"Yes, I have medical debt."
13092268149,"Yes, I have medical debt."
13092267825,"Yes, I have medical debt."
13092264934,"Yes, I have medical debt."
13092257574,"Yes, I have medical debt."
13092263971,"Yes, I have medical debt."
13092262027,"Yes, I have medical debt."
13092257279,"Yes, I have medical debt."
13092254836,"Yes, I have medical debt."
13092253749,"Yes, I have medical debt."
13092253421,"Yes, I have medical debt."
13092252625,"Yes, I have medical debt."
13092252351,"Yes, I have medical debt."
13092251691,"Yes, I have medical debt."
13092251242,"Yes, I have medical debt."
13092250425,"Yes, I have medical debt."
13092248698,"Yes, I have medical debt."
13092246389,"Yes, I have medical debt."
13092240578,"Yes, I have medical debt."
13092242044,"Yes, I have medical debt."
13092241852,"Yes, I have medical debt."
13092241825,"Yes, I have medical debt."
13092239544,"Yes, I have medical debt."
13092236681,"Yes, I have medical debt."
13092236575,"Yes, I have medical debt."
13092234674,"Yes, I have medical debt."
13092233271,"Yes, I have medical debt."
13092233245,"Yes, I have medical debt."
13092233110,"Yes, I have medical debt."
13092232750,"Yes, I have medical debt."
13092232748,"Yes, I have medical debt."
13092232461,"Yes, I have medical debt."
13092231744,"Yes, I have medical debt."
13092230410,"Yes, I have medical debt."
13092229983,"Yes, I have medical debt."
13092227651,"Yes, I have medical debt."
13092227301,"Yes, I have medical debt."
13092225159,"Yes, I have medical debt."
13092224298,"Yes, I have medical debt."
13092224021,"Yes, I have medical debt."
13092223762,"Yes, I have medical debt."
13092222748,"Yes, I have medical debt."
13092221551,"Yes, I have medical debt."
13092220717,"Yes, I have medical debt."
13092220095,"Yes, I have medical debt."
13092219240,"Yes, I have medical debt."
13092218797,"Yes, I have medical debt."
13092218694,"Yes, I have medical debt."
13092217559,"Yes, I have medical debt."
13092217514,"Yes, I have medical debt."
13092217069,"Yes, I have medical debt."
13092216456,"Yes, I have medical debt."
13092215966,"Yes, I have medical debt."
13092215907,"Yes, I have medical debt."
13092215412,"Yes, I have medical debt."
13092214247,"Yes, I have medical debt."
13092214142,"Yes, I have medical debt."
13092214102,"Yes, I have medical debt."
13092212453,"Yes, I have medical debt."
13092211628,"Yes, I have medical debt."
13092210381,"Yes, I have medical debt."
13092209979,"Yes, I have medical debt."
13092208735,"Yes, I have medical debt."
13092207310,"Yes, I have medical debt."
13092207303,"Yes, I have medical debt."
13092207212,"Yes, I have medical debt."
13092206545,"Yes, I have medical debt."
13092205232,"Yes, I have medical debt."
13092204881,"Yes, I have medical debt."
13092204322,"Yes, I have medical debt."
13092203871,"Yes, I have medical debt."
13092202273,"Yes, I have medical debt."
13092201454,"Yes, I have medical debt."
13092196055,"Yes, I have medical debt."
13092196810,"Yes, I have medical debt."
13092195579,"Yes, I have medical debt."
13092195395,"Yes, I have medical debt."
13092195144,"Yes, I have medical debt."
13092194003,"Yes, I have medical debt."
13092193860,"Yes, I have medical debt."
13092193227,"Yes, I have medical debt."
13092190688,"Yes, I have medical debt."
13092190401,"Yes, I have medical debt."
13092189967,"Yes, I have medical debt."
13092189782,"Yes, I have medical debt."
13092188692,"Yes, I have medical debt."
13092188288,"Yes, I have medical debt."
13092185412,"Yes, I have medical debt."
13092179258,"Yes, I have medical debt."
13092181300,"Yes, I have medical debt."
13092179472,"Yes, I have medical debt."
13092176310,"Yes, I have medical debt."
13092175916,"Yes, I have medical debt."
13092175278,"Yes, I have medical debt."
13092174101,"Yes, I have medical debt."
13092172843,"Yes, I have medical debt."
13092171977,"Yes, I have medical debt."
13092171544,"Yes, I have medical debt."
13092167210,"Yes, I have medical debt."
13092165674,"Yes, I have medical debt."
13092165094,"Yes, I have medical debt."
13092164719,"Yes, I have medical debt."
13092163846,"Yes, I have medical debt."
13092163783,"Yes, I have medical debt."
13092163703,"Yes, I have medical debt."
13092163404,"Yes, I have medical debt."
13092162491,"Yes, I have medical debt."
13092162273,"Yes, I have medical debt."
13092162072,"Yes, I have medical debt."
13092161290,"Yes, I have medical debt."
13092159506,"Yes, I have medical debt."
13092158460,"Yes, I have medical debt."
13092157418,"Yes, I have medical debt."
13092156555,"Yes, I have medical debt."
13092155540,"Yes, I have medical debt."
13092155482,"Yes, I have medical debt."
13092154314,"Yes, I have medical debt."
13092153161,"Yes, I have medical debt."
13092152547,"Yes, I have medical debt."
13092151612,"Yes, I have medical debt."
13092148412,"Yes, I have medical debt."
13092133154,"Yes, I have medical debt."
13092144052,"Yes, I have medical debt."
13092141071,"Yes, I have medical debt."
13092139825,"Yes, I have medical debt."
13092136947,"Yes, I have medical debt."
13092129442,"Yes, I have medical debt."
13092126515,"Yes, I have medical debt."
13092125594,"Yes, I have medical debt."
13092122721,"Yes, I have medical debt."
13092117316,"Yes, I have medical debt."
13092114423,"Yes, I have medical debt."
13092114068,"Yes, I have medical debt."
13092112385,"Yes, I have medical debt."
13092109219,"Yes, I have medical debt."
13092106977,"Yes, I have medical debt."
13092099990,"Yes, I have medical debt."
13092100193,"Yes, I have medical debt."
13092097045,"Yes, I have medical debt."
13092095279,"Yes, I have medical debt."
13092094901,"Yes, I have medical debt."
13092083305,"Yes, I have medical debt."
13092083152,"Yes, I have medical debt."
13092082328,"Yes, I have medical debt."
13092080692,"Yes, I have medical debt."
13092078413,"Yes, I have medical debt."
13092077563,"Yes, I have medical debt."
13092076428,"Yes, I have medical debt."
13092076346,"Yes, I have medical debt."
13092071245,"Yes, I have medical debt."
13092064477,"Yes, I have medical debt."
13092062573,"Yes, I have medical debt."
13092056560,"Yes, I have medical debt."
13092056472,"Yes, I have medical debt."
13092055335,"Yes, I have medical debt."
13092054728,"Yes, I have medical debt."
13092054543,"Yes, I have medical debt."
13092054225,"Yes, I have medical debt."
13092052230,"Yes, I have medical debt."
13092051797,"Yes, I have medical debt."
13092051244,"Yes, I have medical debt."
13092050902,"Yes, I have medical debt."
13092050758,"Yes, I have medical debt."
13092049951,"Yes, I have medical debt."
13092049489,"Yes, I have medical debt."
13092049287,"Yes, I have medical debt."
13092048701,"Yes, I have medical debt."
13092048136,"Yes, I have medical debt."
13092047551,"Yes, I have medical debt."
13092046985,"Yes, I have medical debt."
13092046973,"Yes, I have medical debt."
13092046847,"Yes, I have medical debt."
13092039748,"Yes, I have medical debt."
13092044935,"Yes, I have medical debt."
13092044738,"Yes, I have medical debt."
13092044488,"Yes, I have medical debt."
13092044239,"Yes, I have medical debt."
13092044000,"Yes, I have medical debt."
13092043688,"Yes, I have medical debt."
13092043601,"Yes, I have medical debt."
13092042808,"Yes, I have medical debt."
13092041845,"Yes, I have medical debt."
13092041728,"Yes, I have medical debt."
13092041418,"Yes, I have medical debt."
13092041369,"Yes, I have medical debt."
13092040857,"Yes, I have medical debt."
13092040398,"Yes, I have medical debt."
13092040117,"Yes, I have medical debt."
13092039993,"Yes, I have medical debt."
13092039468,"Yes, I have medical debt."
13092039242,"Yes, I have medical debt."
13092039182,"Yes, I have medical debt."
13092038330,"Yes, I have medical debt."
13092038169,"Yes, I have medical debt."
13092037745,"Yes, I have medical debt."
13092037534,"Yes, I have medical debt."
13092037196,"Yes, I have medical debt."
13092036030,"Yes, I have medical debt."
13092031873,"Yes, I have medical debt."
13092029396,"Yes, I have medical debt."
13092029231,"Yes, I have medical debt."
13092028403,"Yes, I have medical debt."
13092025529,"Yes, I have medical debt."
13092023546,"Yes, I have medical debt."
13092023071,"Yes, I have medical debt."
13092020110,"Yes, I have medical debt."
13092019425,"Yes, I have medical debt."
13092019266,"Yes, I have medical debt."
13092018378,"Yes, I have medical debt."
13092017557,"Yes, I have medical debt."
13092010409,"Yes, I have medical debt."
13092008413,"Yes, I have medical debt."
13092007492,"Yes, I have medical debt."
13092006713,"Yes, I have medical debt."
13092003937,"Yes, I have medical debt."
13092003377,"Yes, I have medical debt."
13092001805,"Yes, I have medical debt."
13092001190,"Yes, I have medical debt."
13091999861,"Yes, I have medical debt."
13091998011,"Yes, I have medical debt."
13091997669,"Yes, I have medical debt."
13091994452,"Yes, I have medical debt."
13091990753,"Yes, I have medical debt."
13091989578,"Yes, I have medical debt."
13091988918,"Yes, I have medical debt."
13091980984,"Yes, I have medical debt."
13091979217,"Yes, I have medical debt."
13091977397,"Yes, I have medical debt."
13091973276,"Yes, I have medical debt."
13091971566,"Yes, I have medical debt."
13091971304,"Yes, I have medical debt."
13091968627,"Yes, I have medical debt."
13091968603,"Yes, I have medical debt."
13091968010,"Yes, I have medical debt."
13091966012,"Yes, I have medical debt."
13091965472,"Yes, I have medical debt."
13091965468,"Yes, I have medical debt."
13091965141,"Yes, I have medical debt."
13091963959,"Yes, I have medical debt."
13091963958,"Yes, I have medical debt."
13091962211,"Yes, I have medical debt."
13091961754,"Yes, I have medical debt."
13091959887,"Yes, I have medical debt."
13091957442,"Yes, I have medical debt."
13091956076,"Yes, I have medical debt."
13091954156,"Yes, I have medical debt."
13091952644,"Yes, I have medical debt."
13091947238,"Yes, I have medical debt."
13091937645,"Yes, I have medical debt."
13091937615,"Yes, I have medical debt."
13091933637,"Yes, I have medical debt."
13091931081,"Yes, I have medical debt."
13091927285,"Yes, I have medical debt."
13091926851,"Yes, I have medical debt."
13091926387,"Yes, I have medical debt."
13091925675,"Yes, I have medical debt."
13091924955,"Yes, I have medical debt."
13091924720,"Yes, I have medical debt."
13091923314,"Yes, I have medical debt."
13091920843,"Yes, I have medical debt."
13091920433,"Yes, I have medical debt."
13091919179,"Yes, I have medical debt."
13091916867,"Yes, I have medical debt."
13091916468,"Yes, I have medical debt."
13091915554,"Yes, I have medical debt."
13091910481,"Yes, I have medical debt."
13091910408,"Yes, I have medical debt."
13091905912,"Yes, I have medical debt."
13091904354,"Yes, I have medical debt."
13091903112,"Yes, I have medical debt."
13091901198,"Yes, I have medical debt."
13091899397,"Yes, I have medical debt."
13091895980,"Yes, I have medical debt."
13091893809,"Yes, I have medical debt."
13091893655,"Yes, I have medical debt."
13091893407,"Yes, I have medical debt."
13091891782,"Yes, I have medical debt."
13091890247,"Yes, I have medical debt."
13091890205,"Yes, I have medical debt."
13091889938,"Yes, I have medical debt."
13091888812,"Yes, I have medical debt."
13091888785,"Yes, I have medical debt."
13091888277,"Yes, I have medical debt."
13091887512,"Yes, I have medical debt."
13091887452,"Yes, I have medical debt."
13091885367,"Yes, I have medical debt."
13091883273,"Yes, I have medical debt."
13091881539,"Yes, I have medical debt."
13091881497,"Yes, I have medical debt."
13091878823,"Yes, I have medical debt."
13091878716,"Yes, I have medical debt."
13091874762,"Yes, I have medical debt."
13091873316,"Yes, I have medical debt."
13091870876,"Yes, I have medical debt."
13091866815,"Yes, I have medical debt."
13091864447,"Yes, I have medical debt."
13091863256,"Yes, I have medical debt."
13091860839,"Yes, I have medical debt."
13091860126,"Yes, I have medical debt."
13091859907,"Yes, I have medical debt."
13091858763,"Yes, I have medical debt."
13091857426,"Yes, I have medical debt."
13091857181,"Yes, I have medical debt."
13091855636,"Yes, I have medical debt."
13091854853,"Yes, I have medical debt."
13091854440,"Yes, I have medical debt."
13091853758,"Yes, I have medical debt."
13091853447,"Yes, I have medical debt."
13091853199,"Yes, I have medical debt."
13091851268,"Yes, I have medical debt."
13091847833,"Yes, I have medical debt."
13091847827,"Yes, I have medical debt."
13091847740,"Yes, I have medical debt."
13091845947,"Yes, I have medical debt."
13091841507,"Yes, I have medical debt."
13091837620,"Yes, I have medical debt."
13091836209,"Yes, I have medical debt."
13091835224,"Yes, I have medical debt."
13091833521,"Yes, I have medical debt."
13091830167,"Yes, I have medical debt."
13091829283,"Yes, I have medical debt."
13091828951,"Yes, I have medical debt."
13091827654,"Yes, I have medical debt."
13091825009,"Yes, I have medical debt."
13091822017,"Yes, I have medical debt."
13091819621,"Yes, I have medical debt."
13091819407,"Yes, I have medical debt."
13091817829,"Yes, I have medical debt."
13091816809,"Yes, I have medical debt."
13091816519,"Yes, I have medical debt."
13091816507,"Yes, I have medical debt."
13091813289,"Yes, I have medical debt."
